onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
8.6840000000	n/a	n/a	ODDBALL START	n/a	n/a	S 20
9.6800000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
12.0860000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
13.7500000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
15.9780000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
17.9100000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
20.3720000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
22.5420000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
24.8780000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
26.5880000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
28.2720000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
30.7000000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
32.7300000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
35.2040000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
37.0620000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
38.6240000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
40.7320000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
42.6180000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
44.2080000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
45.7640000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
47.7580000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
49.6180000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
51.1200000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
53.4420000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
55.5500000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
57.8380000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
60.2880000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
62.7080000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
64.3660000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
66.8260000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
68.3780000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
69.9060000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
72.2020000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
74.6960000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
77.1540000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
79.4680000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
81.5140000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
83.8720000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
85.3980000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
87.0400000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
89.4040000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
91.0540000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
92.5580000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
94.3200000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
96.3000000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
98.5900000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
100.3600000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
102.2080000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
104.2480000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
106.4300000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
108.0460000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
110.1420000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
112.0500000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
113.9660000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
116.4100000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
118.6240000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
120.4880000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
122.0040000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
124.4360000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
126.4020000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
128.2140000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
130.6000000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
133.0300000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
135.0440000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
136.7160000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
139.1980000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
141.2660000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
143.2040000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
145.2820000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
147.4660000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
149.4780000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
151.2740000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
153.4740000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
155.9740000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
157.9000000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
160.2020000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
161.8740000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
164.3100000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
166.7540000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
168.4600000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
170.6300000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
172.4020000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
174.6340000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
